st_name,value,st_num,property_id,zip_code
GLADSTONE,66200,   ,0101988000,02128
GLADSTONE,58900,   ,0101989000,02128
GLADSTONE,64300,   ,0101990000,02128
ORIENT,981800,252,0101997010,02128
ORIENT,549000,248,0101999000,02128
ORIENT,566400,244,0102000000,02128
ORIENT,802100,240,0102001000,02128
ORIENT,685500,236,0102002000,02128
ORIENT,548700,232,0102003000,02128
ORIENT,745500,230,0102004000,02128
ORIENT,763500,226,0102005000,02128
ORIENT,745000,220,0102006000,02128
ORIENT,530500,216,0102007000,02128
ORIENT,771600,212,0102008000,02128
ORIENT,560200,208,0102009000,02128
ORIENT,709100,206,0102010000,02128
ORIENT,778100,202,0102011000,02128
ORIENT,644600,198,0102012000,02128
ORIENT,626900,194,0102013000,02128
ORIENT,737900,190,0102014000,02128
ORIENT,660200,186,0102015000,02128
ORIENT,567100,182,0102016000,02128
ORIENT,613400,176,0102017000,02128
ORIENT,689000,170,0102019000,02128
ORIENT,13186100,111,0102101000,02128
ORIENT,541800,166,0102020000,02128
ORIENT,791900,162 164,0102021000,02128
BREED,565900,56,0102022000,02128
LEYDEN,524400,142,0102023000,02128
LEYDEN,579200,136,0102024000,02128
LEYDEN,456500,128,0102025000,02128
LEYDEN,519400,126,0102026000,02128
LEYDEN,576400,114,0102027000,02128
LEYDEN,606400,108,0102028000,02128
LEYDEN,440100,100,0102029000,02128
LEYDEN,313100,56,0102040002,02128
LEYDEN,521700,96,0102030000,02128
LEYDEN,694300,88,0102031000,02128
LEYDEN,599400,82,0102032000,02128
LEYDEN,457400,80,0102033000,02128
LEYDEN,672640,78,0102034000,02128
LEYDEN,283100,74,0102035000,02128
LEYDEN,531000,72,0102036000,02128
LEYDEN,569800,68,0102037000,02128
LEYDEN,77100,   ,0102038000,02128
LEYDEN,570300,60,0102039000,02128
LEYDEN,304700,54,0102040004,02128
LEYDEN,304700,52,0102040006,02128
LEYDEN,393600,50,0102040008,02128
LEYDEN,312700,48,0102040010,02128
LEYDEN,396900,46,0102040012,02128
LEYDEN,304700,44,0102040014,02128
LEYDEN,306500,42,0102040016,02128
LEYDEN,304700,40,0102040018,02128
LEYDEN,313100,38,0102040020,02128
LEYDEN,501800,36,0102046000,02128
LEYDEN,567900,30,0102047000,02128
LEYDEN,470800,26,0102048000,02128
LEYDEN,491600,22,0102049000,02128
LEYDEN,442800,18,0102050000,02128
LEYDEN,459200,14,0102051000,02128
LEYDEN,461400,10,0102052000,02128
BOARDMAN,550100,133,0102053000,02128
GLADSTONE,431200,   ,0102060000,02128
GLADSTONE,378300,208,0102068000,02128
WALDEMAR,6500,75,0102504046,02128
GLADSTONE,692000,202 204,0102069000,02128
GLADSTONE,690700,196,0102070000,02128
GLADSTONE,459300,192,0102071000,02128
GLADSTONE,410000,188,0102072002,02128
GLADSTONE,384100,188,0102072004,02128
GLADSTONE,436300,188,0102072006,02128
GLADSTONE,383500,188,0102072008,02128
GLADSTONE,922000,184,0102073000,02128
BREED,66200,84,0102074000,02128
BREED,624700,82,0102075000,02128
ORIENT,552500,223,0102076000,02128
ORIENT,370700,225,0102076001,02128
MONTMORENCI,486900,33,0102077000,02128
MONTMORENCI,442300,37,0102078000,02128
MARGINAL,8800,   ,0104574000,02128
MONTMORENCI,386000,41,0102079000,02128
MONTMORENCI,538400,43,0102080000,02128
MONTMORENCI,642800,47,0102081000,02128
MONTMORENCI,721300,51,0102082000,02128
MONTMORENCI,352800,55,0102083000,02128
MONTMORENCI,503200,59,0102084000,02128
MONTMORENCI,390100,61,0102085000,02128
MONTMORENCI,464000,63,0102086000,02128
DRUMLIN,357600,24,0102087000,02128
DRUMLIN,424000,20,0102088000,02128
ORIENT,466700,165,0102089000,02128
ORIENT,443800,169,0102090000,02128
ORIENT,543900,173,0102091000,02128
ORIENT,466100,177,0102092000,02128
ORIENT,625200,183,0102093000,02128
ORIENT,669500,187,0102094000,02128
ORIENT,467700,191,0102095000,02128
ORIENT,432900,195,0102096000,02128
MONTMORENCI,595200,29,0102097010,02128
ORIENT,663900,205,0102098010,02128
ORIENT,734700,215,0102099000,02128
ORIENT,42500,   ,0102100000,02128
ORIENT,14300,   ,0102100001,02128
ORIENT,13186100,111,0102101000,02128
ORIENT,13186100,111,0102101000,02128
ORIENT,302600,147,0102101001,02128
SEA VIEW,553400,45,0102102000,02128
DRUMLIN,52400,   ,0102103000,02128
BEACHVIEW,645600,96,0102104000,02128
BEACHVIEW,340300,92,0102105000,02128
BEACHVIEW,386000,88,0102106000,02128
BEACHVIEW,419600,84,0102107000,02128
BEACHVIEW,507100,80,0102108000,02128
BEACHVIEW,397300,76,0102109000,02128
BEACHVIEW,422500,72,0102110000,02128
BEACHVIEW,471100,68,0102111000,02128
BEACHVIEW,445600,64,0102112000,02128
BEACHVIEW,475200,56,0102114000,02128
BEACHVIEW,318600,50,0102115000,02128
BEACHVIEW,367400,44,0102116000,02128
BEACHVIEW,512800,38,0102117000,02128
BEACHVIEW,419300,36 A,0102118000,02128
BEACHVIEW,744700,36,0102119000,02128
BEACHVIEW,555200,32,0102120000,02128
BEACHVIEW,138900,   ,0102121000,02128
ORIENT,656500,75 79,0102122000,02128
WALDEMAR,6500,75,0102504054,02128
ORIENT,573100,81 83,0102123000,02128
ORIENT,605300,87 89,0102124000,02128
ORIENT,656500,99,0102125000,02128
WALDEMAR,6500,75,0102504048,02128
SEA VIEW,549800,1 3,0102126000,02128
SEA VIEW,662900,5 7,0102127000,02128
SEA VIEW,469300,9 11,0102128000,02128
SEA VIEW,561800,13,0102128001,02128
SEA VIEW,587200,15,0102129000,02128
SEA VIEW,577700,19,0102130000,02128
SEA VIEW,414800,23,0102131000,02128
SEA VIEW,406100,27,0102132000,02128
SEA VIEW,504600,31,0102133000,02128
SEA VIEW,533400,39,0102135000,02128
SEA VIEW,542900,43,0102136000,02128
CRESTWAY,3200,   ,0102193000,02128
WALDEMAR,18700,   ,0102194000,02128
WALDEMAR,684600,150,0102195000,02128
WALDEMAR,504100,144,0102197000,02128
WALDEMAR,573600,142,0102199000,02128
WALDEMAR,381700,138,0102200000,02128
WALDEMAR,702300,132,0102201000,02128
WALDEMAR,6500,75,0102504056,02128
WALDEMAR,586600,124,0102203000,02128
WALDEMAR,452300,120,0102204000,02128
WALDEMAR,277700,116,0102206000,02128
WALDEMAR,129700,   ,0102207000,02128
WALDEMAR,287800,108,0102208000,02128
WALDEMAR,278600,104,0102209000,02128
WALDEMAR,100600,   ,0102209001,02128
WALDEMAR,274800,96,0102210000,02128
WALDEMAR,322900,92,0102211000,02128
WALDEMAR,569400,90,0102212000,02128
WALDEMAR,34000,   ,0102213000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,312900,80,0102214000,02128
WALDEMAR,33800,   ,0102215000,02128
WALDEMAR,33800,   ,0102216000,02128
WALDEMAR,475000,64,0102217000,02128
WALDEMAR,430400,60,0102219000,02128
WALDEMAR,388000,56,0102220000,02128
WALDEMAR,28800,   ,0102221000,02128
WALDEMAR,539800,52,0102221010,02128
WALDEMAR,129100,   ,0102223000,02128
WALDEMAR,608600,48,0102224000,02128
WALDEMAR,395100,46,0102225000,02128
WALDEMAR,433500,44,0102226000,02128
BEACHVIEW,3500,   ,0102330000,02128
WALDEMAR,472600,40,0102227000,02128
WALDEMAR,410600,36,0102228000,02128
WALDEMAR,353300,32,0102229000,02128
WALDEMAR,457900,28,0102230000,02128
WALDEMAR,395700,24,0102231000,02128
WALDEMAR,453600,20,0102232000,02128
WALDEMAR,4243500,16,0102233000,02128
ORIENT,736900,1,0102236000,02128
ORIENT,704700,3,0102237000,02128
ORIENT,848100,5,0102238000,02128
ORIENT,762800,7,0102239000,02128
ORIENT,636900,11,0102240000,02128
ORIENT,296900,15,0102241000,02128
ORIENT,620340,19 21,0102242000,02128
ORIENT,277000,27,0102243002,02128
ORIENT,376200,27,0102243004,02128
ORIENT,538000,29,0102244000,02128
FAYWOOD,557400,31,0102245000,02128
FAYWOOD,556900,33,0102246000,02128
FAYWOOD,609100,35,0102247000,02128
FAYWOOD,625600,37,0102248000,02128
MARGINAL,24600,   ,0104575000,02128
FAYWOOD,396000,39,0102249000,02128
FAYWOOD,484800,43,0102250000,02128
WALDEMAR,6500,75,0102504050,02128
FAYWOOD,551900,45,0102251000,02128
FAYWOOD,511100,49,0102252000,02128
FAYWOOD,455100,51,0102253000,02128
FAYWOOD,497700,55,0102254000,02128
FAYWOOD,426400,59,0102255000,02128
FAYWOOD,591300,65 67,0102256000,02128
FAYWOOD,518500,69,0102257000,02128
FAYWOOD,329400,73,0102258000,02128
WALDEMAR,6500,75,0102504058,02128
FAYWOOD,542800,77,0102259000,02128
FAYWOOD,365800,79,0102260000,02128
FAYWOOD,527200,81,0102261000,02128
FAYWOOD,389400,85,0102262000,02128
FAYWOOD,566700,87 89,0102263000,02128
FAYWOOD,556500,91,0102265000,02128
FAYWOOD,549800,93,0102266000,02128
FAYWOOD,526000,95,0102267000,02128
FAYWOOD,429900,99,0102268000,02128
FAYWOOD,335600,103,0102269000,02128
FAYWOOD,424300,107,0102270000,02128
FAYWOOD,490800,109,0102272000,02128
FAYWOOD,341500,111,0102273000,02128
FAYWOOD,355500,113,0102274000,02128
CRESTWAY,373900,3,0102275000,02128
CRESTWAY,552200,7,0102276000,02128
CRESTWAY,396600,9,0102277000,02128
CRESTWAY,363800,15,0102277001,02128
WALDEMAR,1080000,5,0102278000,02128
BOARDMAN,753700,   ,0102279000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
MARGINAL,8600,   ,0104576000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6500,75,0102504060,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,6968000,160 - 250,0102280000,02128
WALDEMAR,2792200, ,0102280010,02128
CRESTWAY,576300,26,0102281000,02128
CRESTWAY,40100,   ,0102282000,02128
CRESTWAY,503000,18,0102283000,02128
CRESTWAY,446300,14,0102284000,02128
CRESTWAY,355000,14 A,0102285000,02128
FAYWOOD,540700,115,0102286000,02128
FAYWOOD,532400,117,0102287000,02128
FAYWOOD,358400,121,0102288000,02128
FAYWOOD,364200,123,0102289000,02128
FAYWOOD,370400,125,0102290000,02128
FAYWOOD,436500,154,0102291000,02128
FAYWOOD,433800,150,0102292000,02128
FAYWOOD,23600,   ,0102293000,02128
FAYWOOD,427800,148,0102294000,02128
FAYWOOD,418600,144,0102296000,02128
FAYWOOD,466000,124,0102298000,02128
FAYWOOD,453100,120,0102299000,02128
FAYWOOD,571900,116,0102300000,02128
FAYWOOD,355200,112,0102301000,02128
FAYWOOD,590400,108 110,0102302000,02128
FAYWOOD,429200,104,0102303000,02128
FAYWOOD,387400,100,0102304000,02128
FAYWOOD,560800,96,0102305000,02128
FAYWOOD,478400,92,0102306000,02128
FAYWOOD,286200,88,0102307002,02128
FAYWOOD,307300,88,0102307004,02128
FAYWOOD,389600,88,0102307006,02128
FAYWOOD,368000,88,0102307008,02128
BEACHVIEW,6625500,81,0102342000,02128
FAYWOOD,354600,84,0102308000,02128
FAYWOOD,362500,   ,0102309000,02128
FAYWOOD,469800,76,0102310000,02128
FAYWOOD,347200,74,0102311000,02128
FAYWOOD,335900,68,0102312000,02128
FAYWOOD,359500,64,0102313000,02128
FAYWOOD,488700,60,0102314000,02128
FAYWOOD,534600,56,0102315000,02128
FAYWOOD,603400,52,0102316000,02128
FAYWOOD,466600,48,0102317000,02128
FAYWOOD,680500,44,0102318000,02128
WALDEMAR,6500,75,0102504034,02128
ORIENT,458400,33,0102319000,02128
ORIENT,525500,37 39,0102320000,02128
ORIENT,477600,41,0102321000,02128
ORIENT,783800,49,0102323000,02128
ORIENT,731214,57,0102324000,02128
ORIENT,606000,63,0102325000,02128
BEACHVIEW,136300,   ,0102326000,02128
BEACHVIEW,638000,9 11,0102327000,02128
BEACHVIEW,444800,15,0102328000,02128
BEACHVIEW,619500,21,0102329000,02128
BEACHVIEW,565900,23,0102329001,02128
BEACHVIEW,461800,27,0102331000,02128
BEACHVIEW,328800,31,0102332000,02128
BEACHVIEW,601400,33,0102333000,02128
BEACHVIEW,582100,35,0102334000,02128
BEACHVIEW,686700,43,0102335000,02128
BEACHVIEW,643500,47,0102336000,02128
BEACHVIEW,732800,51,0102337000,02128
BEACHVIEW,491300,53,0102338000,02128
BEACHVIEW,666400,55,0102339000,02128
BEACHVIEW,394000,61,0102340000,02128
BEACHVIEW,421300,65,0102341000,02128
BEACHVIEW,611400,97,0102344000,02128
BEACHVIEW,476000,101,0102345000,02128
MONTMORENCI,457800,76,0102346000,02128
MONTMORENCI,458400,72,0102347000,02128
MONTMORENCI,445200,68,0102348000,02128
MONTMORENCI,662500,64,0102350000,02128
MONTMORENCI,445900,56,0102351000,02128
MONTMORENCI,407200,48,0102352000,02128
MONTMORENCI,41800,   ,0102353000,02128
MONTMORENCI,548100,44,0102354000,02128
MONTMORENCI,592500,40,0102355000,02128
MONTMORENCI,502800,32,0102356000,02128
MONTMORENCI,573800,28,0102357010,02128
MONTMORENCI,619900,24,0102357020,02128
MONTMORENCI,638400,20,0102357030,02128
MONTMORENCI,481800,16,0102358000,02128
MONTMORENCI,560800,12,0102359000,02128
MONTMORENCI,617700,8,0102360000,02128
MONTMORENCI,495200,4,0102361000,02128
MONTMORENCI,615900,2,0102362000,02128
ORIENT,1200,   ,0102362001,02128
ORIENT,608400,251,0102363000,02128
MARGINAL,8600,   ,0104577000,02128
ORIENT,428200,255,0102364000,02128
WALDEMAR,678500,295,0102448000,02128
WALDEMAR,66400,   ,0102449000,02128
WALDEMAR,326000,97,0102499000,02128
WALDEMAR,443500,93,0102500000,02128
WALDEMAR,527000,91,0102501000,02128
WALDEMAR,748400,79 81,0102502000,02128
WALDEMAR,227500,75,0102504002,02128
WALDEMAR,212500,75,0102504004,02128
WALDEMAR,170300,75,0102504006,02128
WALDEMAR,174700,75,0102504008,02128
WALDEMAR,250800,75,0102504010,02128
WALDEMAR,245500,75,0102504012,02128
WALDEMAR,245500,75,0102504014,02128
WALDEMAR,248200,75,0102504016,02128
WALDEMAR,249900,75,0102504018,02128
WALDEMAR,245500,75,0102504020,02128
WALDEMAR,246100,75,0102504022,02128
WALDEMAR,248200,75,0102504024,02128
WALDEMAR,249900,75,0102504026,02128
WALDEMAR,284300,75,0102504028,02128
WALDEMAR,300500,75,0102504030,02128
WALDEMAR,248200,75,0102504032,02128
WALDEMAR,6500,75,0102504062,02128
WALDEMAR,6500,75,0102504064,02128
WALDEMAR,879500,69,0102506000,02128
WALDEMAR,399200,65,0102508000,02128
WALDEMAR,411700,61,0102509000,02128
WALDEMAR,44700,   ,0102510000,02128
WALDEMAR,576500,53,0102511000,02128
WALDEMAR,676500,45,0102512000,02128
WALDEMAR,422000,37,0102515000,02128
WALDEMAR,49100,   ,0102516000,02128
WALDEMAR,342600,27,0102517000,02128
WALDEMAR,422900,23,0102518000,02128
WALDEMAR,509900,21,0102519000,02128
WALDEMAR,477800,17,0102520000,02128
WALDEMAR,538000,15,0102521000,02128
WALDEMAR,45074700,111,0102524000,02128
PRINCETON,698366,4 8,0102525000,02128
MERIDIAN,847000,285 285B,0102526000,02128
MERIDIAN,485400,287,0102527000,02128
MERIDIAN,530400,289 289A,0102528000,02128
MERIDIAN,624000,291 291A,0102529000,02128
MERIDIAN,541600,293 293A,0102530000,02128
MERIDIAN,647600,297 295,0102531000,02128
MARGINAL,8600,   ,0104578000,02128
MERIDIAN,371500,299 303,0102532000,02128
LEXINGTON,48000,21,0102533000,02128
LEXINGTON,557900,23 HF23,0102534000,02128
LEXINGTON,497100,27,0102535000,02128
LEXINGTON,533800,29,0102536000,02128
LEXINGTON,661900,31 A31,0102537000,02128
MAVERICK,39600,   ,0104132005,02128
LEXINGTON,645000,33,0102538000,02128
LEXINGTON,759200,   ,0102540000,02128
LEXINGTON,14300,5,0102544000,02128
LEXINGTON,14300,4,0102545000,02128
LEXINGTON,14300,3,0102546000,02128
LEXINGTON,14300,2,0102547000,02128
LEXINGTON,14300,1,0102548000,02128
LEXINGTON,530000,45,0102549000,02128
LEXINGTON,526900,47,0102550000,02128
LEXINGTON,528400,49,0102551000,02128
LEXINGTON,485700,51,0102552000,02128
LEXINGTON,596736,53,0102553000,02128
LEXINGTON,41200,7,0102554000,02128
LEXINGTON,40900,6,0102555000,02128
LEXINGTON,97900,1 5,0102560000,02128
LEXINGTON,563000,61,0102561000,02128
LEXINGTON,588300,63,0102562000,02128
LEXINGTON,663200,65,0102563012,02128
LEXINGTON,652500,65,0102563014,02128
LEXINGTON,631500,65,0102563016,02128
LEXINGTON,652500,65,0102563018,02128
LEXINGTON,631500,65,0102563020,02128
LEXINGTON,698400,65,0102563022,02128
LEXINGTON,675500,65,0102563024,02128
LEXINGTON,289700,69,0102565000,02128
LEXINGTON,449000,73 71,0102566000,02128
MARION,25800,103,0102567000,02128
MARION,25900,105,0102568000,02128
MARION,653000,107,0102569000,02128
PRINCETON,637200,62 62A,0102570000,02128
PRINCETON,471800,60,0102571000,02128
PRINCETON,475500,58,0102572000,02128
PRINCETON,432600,56,0102573000,02128
PRESCOTT,5344300,   ,0104166000,02128
PRINCETON,503500,54,0102574002,02128
PRINCETON,600200,54,0102574004,02128
PRINCETON,626500,50,0102575000,02128
PRINCETON,625300,48,0102576000,02128
PRINCETON,489400,46,0102577000,02128
PRINCETON,548900,44,0102578000,02128
PRINCETON,665000,40,0102579000,02128
PRINCETON,618000,38,0102580000,02128
PRINCETON,715200,36,0102581000,02128
PRINCETON,627000,34,0102582000,02128
PRINCETON,493500,32,0102583000,02128
PRINCETON,521800,30,0102584000,02128
PRINCETON,818500,28,0102585000,02128
PRINCETON,817900,26,0102586000,02128
PRINCETON,656700,24,0102587000,02128
PRINCETON,508900,22,0102588000,02128
PRINCETON,1249749,20,0102589000,02128
PRINCETON,1249749,20,0102589000,02128
PRINCETON,519000,14,0102590000,02128
PRINCETON,593800,12,0102591000,02128
PRINCETON,590500,10,0102592000,02128
LEXINGTON,421500,20,0102593000,02128
MERIDIAN,470200,309,0102594000,02128
MERIDIAN,354131,311,0102595000,02128
MERIDIAN,474500,313 313A,0102596000,02128
MERIDIAN,555093,315 315A,0102597000,02128
MERIDIAN,361000,317,0102598000,02128
MERIDIAN,338000,319,0102599000,02128
MARGINAL,8600,   ,0104579000,02128
MERIDIAN,201500,321 -325,0102600012,02128
MERIDIAN,394488,357 363,0102671020,02128
MERIDIAN,212900,321 -325,0102600014,02128
MERIDIAN,205400,321 -325,0102600016,02128
MERIDIAN,217700,321 -325,0102600018,02128
MERIDIAN,206500,321 -325,0102600020,02128
MERIDIAN,208200,321 -325,0102600022,02128
MERIDIAN,218800,321 -325,0102600024,02128
MERIDIAN,209300,321 -325,0102600026,02128
MERIDIAN,205000,321 -325,0102600028,02128
TRENTON,300700,5 R9R,0102602000,02128
TRENTON,756600,7,0102603000,02128
TRENTON,699800,9,0102603010,02128
TRENTON,234800,11,0102604002,02128
TRENTON,243100,11,0102604004,02128
TRENTON,237300,11,0102604006,02128
TRENTON,164400,15,0102604008,02128
TRENTON,252200,15,0102604010,02128
TRENTON,418000,17,0102605000,02128
TRENTON,508700,19,0102606000,02128
TRENTON,481100,21,0102607000,02128
MARION,580000,75,0102608000,02128
MARION,580000,75,0102608000,02128
MARION,589000,79,0102610000,02128
MARION,489900,83,0102611000,02128
MARION,804100,87 89,0102612000,02128
LEXINGTON,642700,72,0102613000,02128
LEXINGTON,648300,70,0102614000,02128
LEXINGTON,4929500,   ,0102615000,02128
LEXINGTON,579700,46,0102616000,02128
LEXINGTON,547900,44,0102617000,02128
LEXINGTON,562700,42,0102618000,02128
LEXINGTON,642600,40,0102619000,02128
LEXINGTON,397000,38,0102620000,02128
MERIDIAN,759000,393 393A,0102710000,02128
LEXINGTON,478800,36,0102621000,02128
LEXINGTON,586200,34,0102622000,02128
LEXINGTON,455600,30,0102623000,02128
LEXINGTON,417400,28,0102624000,02128
LEXINGTON,316700,26,0102625000,02128
TRENTON,119585,4,0102627002,02128
TRENTON,127410,4,0102627004,02128
TRENTON,140127,4,0102627006,02128
MERIDIAN,105645,329,0102627008,02128
MERIDIAN,370000,333 A333,0102628000,02128
TRENTON,681500,56,0102821000,02128
MERIDIAN,208200,335 337,0102629002,02128
MERIDIAN,228700,335 337,0102629004,02128
MERIDIAN,292400,335 337,0102629006,02128
MERIDIAN,320200,335 337,0102629008,02128
MERIDIAN,252500,339,0102631002,02128
MERIDIAN,196900,339,0102631004,02128
MERIDIAN,206700,339,0102631006,02128
MERIDIAN,567600,343 345,0102632000,02128
MERIDIAN,550000,347,0102633000,02128
MERIDIAN,476300,349,0102634002,02128
MERIDIAN,499900,349,0102634004,02128
MERIDIAN,559570,349,0102634006,02128
MERIDIAN,930500,351,0102635000,02128
EUTAW,693500,19,0102636000,02128
EUTAW,522500,21,0102637000,02128
EUTAW,671500,23,0102638000,02128
EUTAW,696100,25,0102639000,02128
EUTAW,695000,27,0102640000,02128
EUTAW,674100,29,0102641000,02128
EUTAW,439800,31,0102642002,02128
EUTAW,424100,31,0102642004,02128
EUTAW,574300,33,0102643000,02128
EUTAW,374800,35,0102644000,02128
EUTAW,675700,37,0102645000,02128
EUTAW,509500,39,0102646000,02128
MARION,17300,55,0102647000,02128
MARION,17600,57,0102648000,02128
MARION,518600,59,0102649000,02128
MARION,524300,61,0102650000,02128
MARION,545800,63,0102651000,02128
MARION,576600,65,0102652000,02128
TRENTON,623100,22,0102664000,02128
MARION,554886,67,0102653000,02128
MARION,562800,69,0102654000,02128
MARION,578300,71,0102655000,02128
TRENTON,403700,36,0102656000,02128
TRENTON,645800,34,0102657000,02128
TRENTON,489600,32,0102658000,02128
TRENTON,536900,30,0102659000,02128
TRENTON,563700,28,0102660000,02128
TRENTON,347400,26 R,0102661000,02128
TRENTON,685800,26,0102662000,02128
TRENTON,666500,24,0102663000,02128
TRENTON,550900,20,0102665000,02128
TRENTON,31300,18,0102666000,02128
TRENTON,718500,16 18,0102667000,02128
TRENTON,466500,14,0102668000,02128
TRENTON,482500,12,0102669000,02128
TRENTON,628700,8,0102670000,02128
EUTAW,365000,20 22,0102671010,02128
MERIDIAN,690600,365,0102672000,02128
MERIDIAN,494300,369,0102673000,02128
MERIDIAN,470900,371,0102674000,02128
MONMOUTH,659500,1,0102675000,02128
MARION,31800,2:00 AM,0102693000,02128
MONMOUTH,344600,3,0102676002,02128
MONMOUTH,350800,3,0102676004,02128
MONMOUTH,358300,3,0102676006,02128
MONMOUTH,472000,5,0102677000,02128
MONMOUTH,422200,7 A7,0102678000,02128
MONMOUTH,390300,9,0102679000,02128
MONMOUTH,488300,11,0102680000,02128
MONMOUTH,519700,13,0102681000,02128
MONMOUTH,514000,15,0102682000,02128
MONMOUTH,625400,19 17,0102683000,02128
MARION,322740,37,0102684000,02128
MARION,280800,39,0102684010,02128
MARION,280400,41,0102684020,02128
MARION,327900,43,0102684030,02128
MARION,274400,1,0102685000,02128
MARION,11700,   ,0102686000,02128
MARION,537680,3,0102687000,02128
MARION,301100,4,0102688000,02128
MARION,374600,5,0102689000,02128
MARION,276400,6,0102690000,02128
MARION,364200,7,0102691000,02128
MARION,301100,8,0102692000,02128
EUTAW,478000,44,0102694000,02128
EUTAW,388700,40,0102695002,02128
EUTAW,388700,42,0102695004,02128
EUTAW,461736,36 38,0102696000,02128
EUTAW,339700,34,0102697000,02128
EUTAW,391400,32,0102698000,02128
EUTAW,309400,30,0102699000,02128
EUTAW,328500,28,0102700000,02128
EUTAW,376000,26,0102701000,02128
EUTAW,388800,24,0102702000,02128
MERIDIAN,215800,379,0102703002,02128
MERIDIAN,188400,379,0102703004,02128
MERIDIAN,262000,379,0102703006,02128
MERIDIAN,254200,379,0102703008,02128
MERIDIAN,242600,379,0102703010,02128
MERIDIAN,235500,379,0102703012,02128
MERIDIAN,244000,379,0102703014,02128
MERIDIAN,237300,379,0102703016,02128
MERIDIAN,198500,381,0102704002,02128
MERIDIAN,253300,381,0102704004,02128
MERIDIAN,340000,381,0102704006,02128
MERIDIAN,334900,381,0102704008,02128
MERIDIAN,257200,383,0102705002,02128
MERIDIAN,264800,383,0102705004,02128
MERIDIAN,321900,383,0102705006,02128
MERIDIAN,263600,385,0102706002,02128
MERIDIAN,283600,385,0102706004,02128
MERIDIAN,299600,385,0102706006,02128
MERIDIAN,560500,387,0102707000,02128
MERIDIAN,603100,389,0102708000,02128
MERIDIAN,635100,391,0102709000,02128
MERIDIAN,556200,395,0102711000,02128
MERIDIAN,498600,401,0102712000,02128
MERIDIAN,390200,403,0102713000,02128
MERIDIAN,1287500,407 A405B,0102714000,02128
MARION,598500,5,0102716000,02128
MARION,316100,9,0102717000,02128
MARION,584200,11 13,0102718000,02128
MARION,467100,15,0102719000,02128
MARION,583800,17,0102720000,02128
MARION,532100,19,0102721000,02128
MARION,538500,21,0102722000,02128
MONMOUTH,367700,14,0102723000,02128
MONMOUTH,493200,12,0102724000,02128
MONMOUTH,377000,10,0102725000,02128
MONMOUTH,480100,8,0102726000,02128
MONMOUTH,542600,22,0102727000,02128
MARION,402500,26,0102728000,02128
MARION,558300,24,0102729000,02128
MARION ,349600,22,0102730002,02128
MARION,364800,22,0102730004,02128
MARION,489000,20,0102731000,02128
MARION,306500,18,0102732000,02128
MARION,295500,16,0102733000,02128
MARION,990500,10 14,0102734000,02128
WHITE,522900,17,0102735000,02128
WHITE,693504,19,0102736000,02128
WHITE,610300,21,0102737000,02128
WHITE,569100,23,0102738000,02128
WHITE,564700,25,0102739000,02128
WHITE,512900,27,0102740000,02128
WHITE,513500,29,0102741000,02128
WHITE,367300,31,0102742000,02128
WHITE,321200,33,0102743000,02128
WHITE,589700,35,0102744000,02128
WHITE,326000,37,0102745000,02128
WHITE,446200,39,0102746000,02128
WHITE,498850,41,0102747000,02128
WHITE,382200,43,0102748000,02128
MONMOUTH,742000,1,0102749000,02128
MONMOUTH,386200,52,0102750000,02128
MONMOUTH,426000,50,0102751000,02128
MONMOUTH,424100,48,0102752000,02128
MONMOUTH,517700,46,0102753000,02128
BORDER,41800,323,0103666000,02128
MONMOUTH,422600,44,0102754000,02128
MONMOUTH,383500,42,0102755000,02128
MONMOUTH,459800,40,0102756000,02128
MONMOUTH,534456,38 R38,0102757000,02128
MONMOUTH,534456,38 R38,0102757000,02128
MONMOUTH,617800,36,0102758000,02128
MONMOUTH,496500,34,0102759000,02128
MONMOUTH,465400,32,0102760000,02128
MONMOUTH,499400,30,0102761000,02128
MONMOUTH,603700,28,0102762000,02128
MONMOUTH,756700,26,0102763000,02128
MARION,291000,52 A,0102764000,02128
MARION,523300,50 52,0102765000,02128
MARION,642100,48,0102766000,02128
MARION,601000,42 44,0102767000,02128
MARION,709400,38 40,0102768000,02128
MONMOUTH,619900,21,0102769000,02128
MONMOUTH,580900,23,0102770000,02128
MONMOUTH,278700,25,0102771000,02128
